filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,72,"{""name"":""rect"",""x"":1253,""y"":1607,""width"":21,""height"":23}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,73,"{""name"":""rect"",""x"":1192,""y"":1636,""width"":16,""height"":21}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,74,"{""name"":""rect"",""x"":1298,""y"":1709,""width"":24,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,75,"{""name"":""rect"",""x"":1243,""y"":1713,""width"":21,""height"":23}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,76,"{""name"":""rect"",""x"":1186,""y"":1686,""width"":20,""height"":23}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,77,"{""name"":""rect"",""x"":1210,""y"":1839,""width"":23,""height"":29}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,78,"{""name"":""rect"",""x"":1281,""y"":1888,""width"":21,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,79,"{""name"":""rect"",""x"":1206,""y"":1949,""width"":18,""height"":24}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,80,"{""name"":""rect"",""x"":1322,""y"":1956,""width"":22,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,81,"{""name"":""rect"",""x"":1281,""y"":2024,""width"":25,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,82,"{""name"":""rect"",""x"":1551,""y"":1319,""width"":23,""height"":16}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,83,"{""name"":""rect"",""x"":1482,""y"":1344,""width"":24,""height"":17}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,84,"{""name"":""rect"",""x"":1471,""y"":1410,""width"":22,""height"":17}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,85,"{""name"":""rect"",""x"":1609,""y"":1370,""width"":26,""height"":25}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,86,"{""name"":""rect"",""x"":1612,""y"":1462,""width"":16,""height"":24}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,87,"{""name"":""rect"",""x"":1529,""y"":1471,""width"":22,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,88,"{""name"":""rect"",""x"":1556,""y"":1611,""width"":20,""height"":16}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,89,"{""name"":""rect"",""x"":1501,""y"":1627,""width"":16,""height"":21}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,90,"{""name"":""rect"",""x"":1494,""y"":1689,""width"":15,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,91,"{""name"":""rect"",""x"":1535,""y"":1727,""width"":16,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,92,"{""name"":""rect"",""x"":1623,""y"":1630,""width"":20,""height"":15}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,93,"{""name"":""rect"",""x"":1612,""y"":1702,""width"":15,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,94,"{""name"":""rect"",""x"":1580,""y"":1887,""width"":18,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,95,"{""name"":""rect"",""x"":1627,""y"":1949,""width"":12,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,96,"{""name"":""rect"",""x"":1608,""y"":2008,""width"":17,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,97,"{""name"":""rect"",""x"":1503,""y"":1904,""width"":19,""height"":16}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,98,"{""name"":""rect"",""x"":1486,""y"":1960,""width"":21,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,99,"{""name"":""rect"",""x"":1508,""y"":2013,""width"":24,""height"":14}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,100,"{""name"":""rect"",""x"":1835,""y"":790,""width"":26,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,101,"{""name"":""rect"",""x"":1764,""y"":821,""width"":29,""height"":22}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,102,"{""name"":""rect"",""x"":1781,""y"":884,""width"":17,""height"":28}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,103,"{""name"":""rect"",""x"":1850,""y"":927,""width"":25,""height"":28}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,104,"{""name"":""rect"",""x"":1897,""y"":865,""width"":21,""height"":33}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,105,"{""name"":""rect"",""x"":1878,""y"":844,""width"":31,""height"":24}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,106,"{""name"":""rect"",""x"":2144,""y"":762,""width"":30,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,107,"{""name"":""rect"",""x"":2160,""y"":827,""width"":26,""height"":25}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,108,"{""name"":""rect"",""x"":2121,""y"":904,""width"":27,""height"":24}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,109,"{""name"":""rect"",""x"":2021,""y"":808,""width"":29,""height"":22}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,110,"{""name"":""rect"",""x"":2055,""y"":891,""width"":21,""height"":26}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,111,"{""name"":""rect"",""x"":2435,""y"":775,""width"":24,""height"":26}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,112,"{""name"":""rect"",""x"":2487,""y"":802,""width"":28,""height"":25}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,113,"{""name"":""rect"",""x"":2308,""y"":774,""width"":33,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,114,"{""name"":""rect"",""x"":2440,""y"":869,""width"":29,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,115,"{""name"":""rect"",""x"":2340,""y"":902,""width"":26,""height"":23}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,116,"{""name"":""rect"",""x"":2051,""y"":1112,""width"":21,""height"":23}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,117,"{""name"":""rect"",""x"":2111,""y"":1105,""width"":15,""height"":25}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,118,"{""name"":""rect"",""x"":2160,""y"":1111,""width"":20,""height"":21}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,119,"{""name"":""rect"",""x"":2090,""y"":1191,""width"":17,""height"":25}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,120,"{""name"":""rect"",""x"":2042,""y"":1166,""width"":20,""height"":17}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,121,"{""name"":""rect"",""x"":2146,""y"":1189,""width"":18,""height"":24}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,122,"{""name"":""rect"",""x"":1872,""y"":1096,""width"":17,""height"":24}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,123,"{""name"":""rect"",""x"":1820,""y"":1058,""width"":21,""height"":21}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,124,"{""name"":""rect"",""x"":1764,""y"":1087,""width"":21,""height"":22}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,125,"{""name"":""rect"",""x"":1761,""y"":1145,""width"":22,""height"":22}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,126,"{""name"":""rect"",""x"":1876,""y"":1183,""width"":24,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,127,"{""name"":""rect"",""x"":1801,""y"":1180,""width"":23,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,128,"{""name"":""rect"",""x"":2413,""y"":1065,""width"":14,""height"":25}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,129,"{""name"":""rect"",""x"":2355,""y"":1113,""width"":21,""height"":22}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,130,"{""name"":""rect"",""x"":2444,""y"":1102,""width"":23,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,131,"{""name"":""rect"",""x"":2436,""y"":1153,""width"":17,""height"":26}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,132,"{""name"":""rect"",""x"":2384,""y"":1182,""width"":23,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,133,"{""name"":""rect"",""x"":1843,""y"":1321,""width"":20,""height"":15}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,134,"{""name"":""rect"",""x"":1897,""y"":1351,""width"":14,""height"":22}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,135,"{""name"":""rect"",""x"":1778,""y"":1343,""width"":25,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,136,"{""name"":""rect"",""x"":1870,""y"":1435,""width"":23,""height"":16}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,137,"{""name"":""rect"",""x"":1793,""y"":1453,""width"":22,""height"":16}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,138,"{""name"":""rect"",""x"":1783,""y"":1399,""width"":19,""height"":25}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,139,"{""name"":""rect"",""x"":2115,""y"":1333,""width"":13,""height"":23}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,140,"{""name"":""rect"",""x"":2072,""y"":1376,""width"":14,""height"":22}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,141,"{""name"":""rect"",""x"":2075,""y"":1444,""width"":21,""height"":17}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,142,"{""name"":""rect"",""x"":2183,""y"":1426,""width"":18,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,143,"{""name"":""rect"",""x"":2143,""y"":1462,""width"":19,""height"":14}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,144,"{""name"":""rect"",""x"":2184,""y"":1361,""width"":16,""height"":24}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,145,"{""name"":""rect"",""x"":2372,""y"":1351,""width"":18,""height"":22}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,146,"{""name"":""rect"",""x"":2456,""y"":1355,""width"":15,""height"":23}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,147,"{""name"":""rect"",""x"":2341,""y"":1401,""width"":21,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,148,"{""name"":""rect"",""x"":2462,""y"":1411,""width"":15,""height"":24}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,149,"{""name"":""rect"",""x"":2399,""y"":1444,""width"":22,""height"":22}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,150,"{""name"":""rect"",""x"":1792,""y"":1632,""width"":19,""height"":17}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,151,"{""name"":""rect"",""x"":1852,""y"":1620,""width"":20,""height"":12}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,152,"{""name"":""rect"",""x"":1794,""y"":1697,""width"":19,""height"":13}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,153,"{""name"":""rect"",""x"":1906,""y"":1651,""width"":19,""height"":14}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,154,"{""name"":""rect"",""x"":1851,""y"":1732,""width"":19,""height"":15}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,155,"{""name"":""rect"",""x"":1895,""y"":1709,""width"":16,""height"":21}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,156,"{""name"":""rect"",""x"":2071,""y"":1647,""width"":15,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,157,"{""name"":""rect"",""x"":2116,""y"":1599,""width"":22,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,158,"{""name"":""rect"",""x"":2166,""y"":1626,""width"":18,""height"":17}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,159,"{""name"":""rect"",""x"":2219,""y"":1662,""width"":13,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,160,"{""name"":""rect"",""x"":2118,""y"":1701,""width"":14,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,161,"{""name"":""rect"",""x"":2173,""y"":1713,""width"":14,""height"":22}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,162,"{""name"":""rect"",""x"":2392,""y"":1616,""width"":15,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,163,"{""name"":""rect"",""x"":2452,""y"":1659,""width"":15,""height"":17}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,164,"{""name"":""rect"",""x"":2357,""y"":1645,""width"":12,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,165,"{""name"":""rect"",""x"":2392,""y"":1734,""width"":15,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,166,"{""name"":""rect"",""x"":2452,""y"":1712,""width"":18,""height"":15}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,167,"{""name"":""rect"",""x"":2341,""y"":1696,""width"":20,""height"":12}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,168,"{""name"":""rect"",""x"":1768,""y"":1906,""width"":26,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,169,"{""name"":""rect"",""x"":1833,""y"":1883,""width"":19,""height"":14}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,170,"{""name"":""rect"",""x"":1895,""y"":1914,""width"":17,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,171,"{""name"":""rect"",""x"":1888,""y"":1979,""width"":19,""height"":15}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,172,"{""name"":""rect"",""x"":1828,""y"":1995,""width"":17,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,173,"{""name"":""rect"",""x"":1782,""y"":1976,""width"":13,""height"":14}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,174,"{""name"":""rect"",""x"":2126,""y"":1880,""width"":15,""height"":17}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,175,"{""name"":""rect"",""x"":2192,""y"":1931,""width"":18,""height"":12}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,176,"{""name"":""rect"",""x"":2158,""y"":1983,""width"":18,""height"":19}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,177,"{""name"":""rect"",""x"":2064,""y"":1899,""width"":18,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,178,"{""name"":""rect"",""x"":2056,""y"":1967,""width"":17,""height"":17}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,179,"{""name"":""rect"",""x"":2100,""y"":2002,""width"":16,""height"":15}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,180,"{""name"":""rect"",""x"":2417,""y"":1875,""width"":16,""height"":20}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,181,"{""name"":""rect"",""x"":2482,""y"":1907,""width"":20,""height"":17}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,182,"{""name"":""rect"",""x"":2356,""y"":1917,""width"":17,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,183,"{""name"":""rect"",""x"":2411,""y"":1980,""width"":19,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MF5 TP2501_P4.jpg,1783133,{},185,184,"{""name"":""rect"",""x"":2472,""y"":1967,""width"":18,""height"":18}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,0,"{""name"":""rect"",""x"":1211,""y"":656,""width"":70,""height"":88}","{""Chip Type"":""Optimal""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,1,"{""name"":""rect"",""x"":1206,""y"":768,""width"":81,""height"":92}","{""Chip Type"":""Optimal""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,2,"{""name"":""rect"",""x"":1209,""y"":877,""width"":83,""height"":58}","{""Chip Type"":""Optimal""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,3,"{""name"":""rect"",""x"":1077,""y"":650,""width"":111,""height"":219}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,4,"{""name"":""rect"",""x"":1327,""y"":688,""width"":80,""height"":205}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,5,"{""name"":""rect"",""x"":1194,""y"":977,""width"":85,""height"":90}","{""Chip Type"":""Optimal""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,6,"{""name"":""rect"",""x"":1331,""y"":1025,""width"":69,""height"":84}","{""Chip Type"":""Optimal""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,7,"{""name"":""rect"",""x"":1307,""y"":1145,""width"":51,""height"":59}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,8,"{""name"":""rect"",""x"":1110,""y"":1030,""width"":69,""height"":84}","{""Chip Type"":""Optimal""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,9,"{""name"":""rect"",""x"":1072,""y"":1162,""width"":165,""height"":107}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,10,"{""name"":""rect"",""x"":1284,""y"":1393,""width"":54,""height"":79}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,11,"{""name"":""rect"",""x"":1195,""y"":1330,""width"":58,""height"":60}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,12,"{""name"":""rect"",""x"":1089,""y"":1371,""width"":63,""height"":53}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,13,"{""name"":""rect"",""x"":1282,""y"":1499,""width"":69,""height"":87}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,14,"{""name"":""rect"",""x"":1190,""y"":1506,""width"":57,""height"":74}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,15,"{""name"":""rect"",""x"":1124,""y"":1475,""width"":63,""height"":88}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,16,"{""name"":""rect"",""x"":1309,""y"":1652,""width"":68,""height"":95}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,17,"{""name"":""rect"",""x"":1198,""y"":1643,""width"":59,""height"":90}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,18,"{""name"":""rect"",""x"":1330,""y"":1861,""width"":56,""height"":63}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,19,"{""name"":""rect"",""x"":1192,""y"":1821,""width"":56,""height"":77}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,20,"{""name"":""rect"",""x"":1101,""y"":1716,""width"":56,""height"":68}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,21,"{""name"":""rect"",""x"":1080,""y"":1857,""width"":57,""height"":63}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,22,"{""name"":""rect"",""x"":1210,""y"":1962,""width"":64,""height"":74}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,23,"{""name"":""rect"",""x"":1318,""y"":2075,""width"":59,""height"":62}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,24,"{""name"":""rect"",""x"":1207,""y"":2094,""width"":42,""height"":56}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,25,"{""name"":""rect"",""x"":1100,""y"":2063,""width"":59,""height"":67}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,26,"{""name"":""rect"",""x"":1084,""y"":2190,""width"":89,""height"":85}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,27,"{""name"":""rect"",""x"":1235,""y"":2213,""width"":107,""height"":63}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,28,"{""name"":""rect"",""x"":1056,""y"":2331,""width"":95,""height"":177}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,29,"{""name"":""rect"",""x"":1136,""y"":2502,""width"":37,""height"":51}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,30,"{""name"":""rect"",""x"":1258,""y"":2318,""width"":99,""height"":145}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,31,"{""name"":""rect"",""x"":1200,""y"":2557,""width"":31,""height"":36}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,32,"{""name"":""rect"",""x"":1264,""y"":2523,""width"":91,""height"":53}","{""Chip Type"":""Accepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,33,"{""name"":""rect"",""x"":1211,""y"":2676,""width"":99,""height"":253}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,34,"{""name"":""rect"",""x"":1127,""y"":2999,""width"":155,""height"":269}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,35,"{""name"":""rect"",""x"":1463,""y"":2983,""width"":143,""height"":319}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,36,"{""name"":""rect"",""x"":1602,""y"":2667,""width"":77,""height"":194}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,37,"{""name"":""rect"",""x"":1479,""y"":2698,""width"":72,""height"":200}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,38,"{""name"":""rect"",""x"":1472,""y"":2394,""width"":160,""height"":155}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,39,"{""name"":""rect"",""x"":1538,""y"":2394,""width"":151,""height"":210}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,40,"{""name"":""rect"",""x"":1846,""y"":3024,""width"":230,""height"":244}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,41,"{""name"":""rect"",""x"":1834,""y"":2715,""width"":56,""height"":141}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,42,"{""name"":""rect"",""x"":1976,""y"":2670,""width"":74,""height"":191}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,43,"{""name"":""rect"",""x"":2300,""y"":3018,""width"":52,""height"":260}","{""Chip Type"":""Unaccepted""}"
CNMG120408 MR6 TP2501.jpg,2463484,{},213,44,"{""name"":""rect"",""x"":2354,""y"":2711,""width"":31,""height"":142}","{""Chip Type"":""Unaccepted""}"
